C000001_sl_000	http://data.europa.eu/esco/isco/C0
C000002_sl_000	http://data.europa.eu/esco/isco/C01
C000003_sl_000	http://data.europa.eu/esco/isco/C011
C000004_sl_000	http://data.europa.eu/esco/isco/C0110
C000005_sl_000	http://data.europa.eu/esco/isco/C02
C000006_sl_000	http://data.europa.eu/esco/isco/C021
C000007_sl_000	http://data.europa.eu/esco/isco/C0210
C000008_sl_000	http://data.europa.eu/esco/isco/C03
C000009_sl_000	http://data.europa.eu/esco/isco/C031
C000010_sl_000	http://data.europa.eu/esco/isco/C0310
C000011_sl_000	http://data.europa.eu/esco/isco/C1
C000012_sl_000	http://data.europa.eu/esco/isco/C11
C000013_sl_000	http://data.europa.eu/esco/isco/C111
C000014_sl_000	http://data.europa.eu/esco/isco/C1111
C000015_sl_000	http://data.europa.eu/esco/isco/C1112
C000016_sl_000	http://data.europa.eu/esco/isco/C1113
C000017_sl_000	http://data.europa.eu/esco/isco/C1114
C000018_sl_000	http://data.europa.eu/esco/isco/C112
C000019_sl_000	http://data.europa.eu/esco/isco/C1120
C000020_sl_000	http://data.europa.eu/esco/isco/C12
C000021_sl_000	http://data.europa.eu/esco/isco/C121
C000022_sl_000	http://data.europa.eu/esco/isco/C1211
C000023_sl_000	http://data.europa.eu/esco/isco/C1212
C000024_sl_000	http://data.europa.eu/esco/isco/C1213
C000025_sl_000	http://data.europa.eu/esco/isco/C1219
C000026_sl_000	http://data.europa.eu/esco/isco/C122
C000027_sl_000	http://data.europa.eu/esco/isco/C1221
C000028_sl_000	http://data.europa.eu/esco/isco/C1222
C000029_sl_000	http://data.europa.eu/esco/isco/C1223
C000030_sl_000	http://data.europa.eu/esco/isco/C13
C000031_sl_000	http://data.europa.eu/esco/isco/C131
C000032_sl_000	http://data.europa.eu/esco/isco/C1311
C000033_sl_000	http://data.europa.eu/esco/isco/C1312
C000034_sl_000	http://data.europa.eu/esco/isco/C132
C000035_sl_000	http://data.europa.eu/esco/isco/C1321
C000036_sl_000	http://data.europa.eu/esco/isco/C1322
C000037_sl_000	http://data.europa.eu/esco/isco/C1323
C000038_sl_000	http://data.europa.eu/esco/isco/C1324
C000039_sl_000	http://data.europa.eu/esco/isco/C133
C000040_sl_000	http://data.europa.eu/esco/isco/C1330
C000041_sl_000	http://data.europa.eu/esco/isco/C134
C000042_sl_000	http://data.europa.eu/esco/isco/C1341
C000043_sl_000	http://data.europa.eu/esco/isco/C1342
C000044_sl_000	http://data.europa.eu/esco/isco/C1343
C000045_sl_000	http://data.europa.eu/esco/isco/C1344
C000046_sl_000	http://data.europa.eu/esco/isco/C1345
C000047_sl_000	http://data.europa.eu/esco/isco/C1346
C000048_sl_000	http://data.europa.eu/esco/isco/C1349
C000049_sl_000	http://data.europa.eu/esco/isco/C14
