Q000001	0	C002969_da_000	1
Q000001	0	C002969_da_001	1
Q000001	0	C002969_da_002	1
Q000002	0	C000808_da_000	1
Q000002	0	C000808_da_001	1
Q000002	0	C000808_da_002	1
Q000002	0	C000808_da_003	1
Q000002	0	C000808_da_004	1
Q000003	0	C001007_da_000	1
Q000003	0	C001007_da_001	1
Q000003	0	C001007_da_002	1
Q000003	0	C001007_da_003	1
Q000003	0	C001007_da_004	1
Q000003	0	C001007_da_005	1
Q000004	0	C001137_da_000	1
Q000004	0	C001137_da_001	1
Q000004	0	C001137_da_002	1
Q000004	0	C001137_da_003	1
Q000004	0	C001137_da_004	1
Q000004	0	C001137_da_005	1
Q000004	0	C001137_da_006	1
Q000005	0	C000717_da_000	1
Q000005	0	C000717_da_001	1
Q000005	0	C000717_da_002	1
Q000005	0	C000717_da_003	1
Q000005	0	C000717_da_004	1
Q000006	0	C001908_da_000	1
Q000007	0	C001731_da_000	1
Q000007	0	C001731_da_001	1
Q000007	0	C001731_da_002	1
Q000008	0	C000734_da_000	1
Q000008	0	C000734_da_001	1
Q000008	0	C000734_da_002	1
Q000008	0	C000734_da_003	1
Q000008	0	C000734_da_004	1
Q000009	0	C001524_da_000	1
Q000009	0	C001524_da_001	1
Q000010	0	C002967_da_000	1
Q000010	0	C002967_da_001	1
Q000010	0	C002967_da_002	1
Q000010	0	C002967_da_003	1
Q000010	0	C002967_da_004	1
Q000010	0	C002967_da_005	1
Q000011	0	C001216_da_000	1
Q000011	0	C001216_da_001	1
Q000011	0	C001216_da_002	1
Q000012	0	C000688_da_000	1
Q000012	0	C000688_da_001	1
Q000012	0	C000688_da_002	1
Q000012	0	C000688_da_003	1
Q000012	0	C000688_da_004	1
Q000012	0	C000688_da_005	1
Q000012	0	C000688_da_006	1
Q000012	0	C000688_da_007	1
Q000012	0	C000688_da_008	1
Q000013	0	C001371_da_000	1
Q000013	0	C001371_da_001	1
Q000013	0	C001371_da_002	1
Q000013	0	C001371_da_003	1
Q000014	0	C003447_da_000	1
Q000014	0	C003447_da_001	1
Q000014	0	C003447_da_002	1
Q000014	0	C003447_da_003	1
Q000014	0	C003447_da_004	1
Q000014	0	C003447_da_005	1
Q000015	0	C002378_da_000	1
Q000015	0	C002378_da_001	1
Q000015	0	C002378_da_002	1
Q000016	0	C001828_da_000	1
Q000016	0	C001828_da_001	1
Q000017	0	C003067_da_000	1
Q000017	0	C003067_da_001	1
Q000017	0	C003067_da_002	1
Q000017	0	C003067_da_003	1
Q000017	0	C003067_da_004	1
Q000018	0	C003259_da_000	1
Q000019	0	C003006_da_000	1
Q000020	0	C001346_da_000	1
Q000021	0	C003322_da_000	1
Q000021	0	C003322_da_001	1
Q000022	0	C000859_da_000	1
Q000022	0	C000859_da_001	1
Q000023	0	C002283_da_000	1
Q000024	0	C000689_da_000	1
Q000025	0	C001868_da_000	1
Q000026	0	C002879_da_000	1
Q000026	0	C002879_da_001	1
Q000026	0	C002879_da_002	1
Q000026	0	C002879_da_003	1
Q000027	0	C000715_da_000	1
