Mapping project name,ESCO to Dutch NOC,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
Mapping project author,default-author,,,,,
Mapping project version,,,,,,
Mapping project version date,22-8-2021,,,,,
Classification 1 Name,ESCO mapping,,,,,
Classification 1 Concept type,Occupation,,,,,
Classification 1 Version,1.0.3,,,,,
Classification 1 Language,nl,,,,,
Classification 1 Landing page,https://ec.europa.eu/esco/portal/occupation,,,,,
Classification 2 Name,Dutch NOC,,,,,
Classification 2 Concept type,occupations,,,,,
Classification 2 Version,21.1,,,,,
Classification 2 Language,nl,,,,,
Classification 2 Landing page,,,,,,
,,,,,,
,,,,,,
Classification 1 URI,Classification 1 PrefLabel,Classification 1 URL,Classification 2 ID,Classification 2 PrefLabel,Classification 2 URL,Mapping relation
http://data.europa.eu/esco/occupation/b87a7a27-ee74-4e5e-b274-84a3cab27bf4,import export manager,http://data.europa.eu/esco/occupation/b87a7a27-ee74-4e5e-b274-84a3cab27bf4,1000409808,Exportmanager,,skos:narrowMatch
http://data.europa.eu/esco/occupation/916d989e-0c5b-4c35-8d43-62ba65bebd30,import export specialist in agricultural machinery and equipment,http://data.europa.eu/esco/occupation/916d989e-0c5b-4c35-8d43-62ba65bebd30,1000409808,Exportmanager,,skos:narrowMatch
http://data.europa.eu/esco/occupation/e763dfa6-924d-493b-892a-6435e0cffe70,import export specialist in electrical household appliances,http://data.europa.eu/esco/occupation/e763dfa6-924d-493b-892a-6435e0cffe70,1000409808,Exportmanager,,skos:narrowMatch
http://data.europa.eu/esco/occupation/d694b54f-208a-4154-9fe1-d3d335992467,import export specialist in electronic and telecommunications equipment,http://data.europa.eu/esco/occupation/d694b54f-208a-4154-9fe1-d3d335992467,1000409808,Exportmanager,,skos:narrowMatch
http://data.europa.eu/esco/occupation/b789dae6-6c77-4f46-9253-098c424c92f2,"import export specialist in  fish, crustaceans and molluscs",http://data.europa.eu/esco/occupation/b789dae6-6c77-4f46-9253-098c424c92f2,1000409808,Exportmanager,,skos:narrowMatch
http://data.europa.eu/esco/occupation/3f2e63fb-dc50-4370-9f6a-85ddc338dcde,import export specialist in flowers and plants,http://data.europa.eu/esco/occupation/3f2e63fb-dc50-4370-9f6a-85ddc338dcde,1000409808,Exportmanager,,skos:narrowMatch
http://data.europa.eu/esco/occupation/39b4e367-94b5-49fe-bcd7-4b116865ca59,import export specialist in fruit and vegetables,http://data.europa.eu/esco/occupation/39b4e367-94b5-49fe-bcd7-4b116865ca59,1000409808,Exportmanager,,skos:narrowMatch
http://data.europa.eu/esco/occupation/99d97310-29ea-443e-96a1-892c8d86ce54,"import export specialist in furniture, carpets and lighting equipment",http://data.europa.eu/esco/occupation/99d97310-29ea-443e-96a1-892c8d86ce54,1000409808,Exportmanager,,skos:narrowMatch
http://data.europa.eu/esco/occupation/3ae7c42b-7929-402f-bcbc-882b8679abf4,"import export specialist in hardware, plumbing and heating equipment",http://data.europa.eu/esco/occupation/3ae7c42b-7929-402f-bcbc-882b8679abf4,1000409808,Exportmanager,,skos:narrowMatch
http://data.europa.eu/esco/occupation/f97dedb0-da68-4fc3-8bcc-3f4025ccacd3,"import export specialist in hides, skins and leather products",http://data.europa.eu/esco/occupation/f97dedb0-da68-4fc3-8bcc-3f4025ccacd3,1000409808,Exportmanager,,skos:narrowMatch
http://data.europa.eu/esco/occupation/64421dde-df97-4c42-a25a-b3bc55b39ad6,import export specialist in household goods,http://data.europa.eu/esco/occupation/64421dde-df97-4c42-a25a-b3bc55b39ad6,1000409808,Exportmanager,,skos:narrowMatch
http://data.europa.eu/esco/occupation/8099a96a-753b-49fc-a36a-d70b8aa9fdcf,import export specialist in live animals,http://data.europa.eu/esco/occupation/8099a96a-753b-49fc-a36a-d70b8aa9fdcf,1000409808,Exportmanager,,skos:narrowMatch
http://data.europa.eu/esco/occupation/322635c9-3d93-4280-a359-0b693df21e93,"import export specialist in agricultural raw materials, seeds and animal feeds",http://data.europa.eu/esco/occupation/322635c9-3d93-4280-a359-0b693df21e93,1000409808,Exportmanager,,skos:narrowMatch
http://data.europa.eu/esco/occupation/b53209fa-ba54-4a7a-b71c-bcc8014053ec,"import export specialist in machinery, industrial equipment, ships and aircraft",http://data.europa.eu/esco/occupation/b53209fa-ba54-4a7a-b71c-bcc8014053ec,1000409808,Exportmanager,,skos:narrowMatch
http://data.europa.eu/esco/occupation/ef937393-3382-438d-b570-399d44b5a41c,import export specialist in machine tools,http://data.europa.eu/esco/occupation/ef937393-3382-438d-b570-399d44b5a41c,1000409808,Exportmanager,,skos:narrowMatch
http://data.europa.eu/esco/occupation/33cd8ff4-62f2-4a3f-b053-6e009ecef6da,import export specialist in meat and meat products,http://data.europa.eu/esco/occupation/33cd8ff4-62f2-4a3f-b053-6e009ecef6da,1000409808,Exportmanager,,skos:narrowMatch
http://data.europa.eu/esco/occupation/e7117cdc-ee3d-45b0-9680-6b3a60c7c9b3,import export specialist in metals and metal ores,http://data.europa.eu/esco/occupation/e7117cdc-ee3d-45b0-9680-6b3a60c7c9b3,1000409808,Exportmanager,,skos:narrowMatch
http://data.europa.eu/esco/occupation/ba1e5427-46e0-4b6c-b196-5312d136dd3b,"import export specialist in mining, construction, civil engineering machinery",http://data.europa.eu/esco/occupation/ba1e5427-46e0-4b6c-b196-5312d136dd3b,1000409808,Exportmanager,,skos:narrowMatch
http://data.europa.eu/esco/occupation/621b7aa1-b678-49ee-8caa-91b496f8bc5b,import export specialist in office furniture,http://data.europa.eu/esco/occupation/621b7aa1-b678-49ee-8caa-91b496f8bc5b,1000409808,Exportmanager,,skos:narrowMatch
http://data.europa.eu/esco/occupation/c143d51a-5267-41a8-a73b-9022cf74c495,import export specialist in office machinery and equipment,http://data.europa.eu/esco/occupation/c143d51a-5267-41a8-a73b-9022cf74c495,1000409808,Exportmanager,,skos:narrowMatch
http://data.europa.eu/esco/occupation/ddac39cf-5d8b-416a-b24b-9ce3a8a4a668,import export specialist in perfume and cosmetics,http://data.europa.eu/esco/occupation/ddac39cf-5d8b-416a-b24b-9ce3a8a4a668,1000409808,Exportmanager,,skos:narrowMatch
http://data.europa.eu/esco/occupation/98588703-5f5c-41c6-a240-3411b6518b83,import export specialist in pharmaceutical goods,http://data.europa.eu/esco/occupation/98588703-5f5c-41c6-a240-3411b6518b83,1000409808,Exportmanager,,skos:narrowMatch
http://data.europa.eu/esco/occupation/72d4b5a3-5458-41e5-8b4e-cb4fb3fd0fbc,"import export specialist in sugar, chocolate and sugar confectionery",http://data.europa.eu/esco/occupation/72d4b5a3-5458-41e5-8b4e-cb4fb3fd0fbc,1000409808,Exportmanager,,skos:narrowMatch
http://data.europa.eu/esco/occupation/3d2637f9-e56a-4769-b3a9-e413f95c20db,import export specialist in beverages,http://data.europa.eu/esco/occupation/3d2637f9-e56a-4769-b3a9-e413f95c20db,1000409808,Exportmanager,,skos:narrowMatch
http://data.europa.eu/esco/occupation/f34cad67-3cd9-4d31-8dde-e439ac720136,import export specialist in textile industry machinery,http://data.europa.eu/esco/occupation/f34cad67-3cd9-4d31-8dde-e439ac720136,1000409808,Exportmanager,,skos:narrowMatch
http://data.europa.eu/esco/occupation/e1fdd92c-46bd-45a0-8672-7f500c950cb0,import export specialist in textiles and textile semi-finished and raw materials,http://data.europa.eu/esco/occupation/e1fdd92c-46bd-45a0-8672-7f500c950cb0,1000409808,Exportmanager,,skos:narrowMatch
http://data.europa.eu/esco/occupation/d907b046-682b-45fa-bdd0-d2ed7a382670,import export specialist in tobacco products,http://data.europa.eu/esco/occupation/d907b046-682b-45fa-bdd0-d2ed7a382670,1000409808,Exportmanager,,skos:narrowMatch
http://data.europa.eu/esco/occupation/d3ac4c05-79e2-42da-b8c6-e55765aee381,import export specialist in waste and scrap,http://data.europa.eu/esco/occupation/d3ac4c05-79e2-42da-b8c6-e55765aee381,1000409808,Exportmanager,,skos:narrowMatch
http://data.europa.eu/esco/occupation/891af43e-0946-4fa9-8115-a2b9be849cb0,import export specialist in watches and jewellery,http://data.europa.eu/esco/occupation/891af43e-0946-4fa9-8115-a2b9be849cb0,1000409808,Exportmanager,,skos:narrowMatch
http://data.europa.eu/esco/occupation/31f49d76-b2e4-4313-aeba-90650258dda9,import export specialist in wood and construction materials,http://data.europa.eu/esco/occupation/31f49d76-b2e4-4313-aeba-90650258dda9,1000409808,Exportmanager,,skos:narrowMatch
http://data.europa.eu/esco/occupation/e95ea9ec-3ac6-4a2d-a3cc-f9e8829cf15e,import export specialist in chemical products,http://data.europa.eu/esco/occupation/e95ea9ec-3ac6-4a2d-a3cc-f9e8829cf15e,1000409808,Exportmanager,,skos:narrowMatch
http://data.europa.eu/esco/occupation/dc6c0b28-adf7-4558-a987-2ef1506ef2d1,import export specialist in china and other glassware,http://data.europa.eu/esco/occupation/dc6c0b28-adf7-4558-a987-2ef1506ef2d1,1000409808,Exportmanager,,skos:narrowMatch
http://data.europa.eu/esco/occupation/aa8fdeff-ab03-4b99-bdba-2f7a1a5c8946,import export specialist in clothing and footwear,http://data.europa.eu/esco/occupation/aa8fdeff-ab03-4b99-bdba-2f7a1a5c8946,1000409808,Exportmanager,,skos:narrowMatch
http://data.europa.eu/esco/occupation/f3d2074e-3f44-45b0-b896-5ee5629a23c1,"import export specialist in coffee, tea, cocoa and spices",http://data.europa.eu/esco/occupation/f3d2074e-3f44-45b0-b896-5ee5629a23c1,1000409808,Exportmanager,,skos:narrowMatch
http://data.europa.eu/esco/occupation/83b30677-6468-4a04-b20c-15daf6bc8fb5,"import export specialist in computers, peripheral equipment and software",http://data.europa.eu/esco/occupation/83b30677-6468-4a04-b20c-15daf6bc8fb5,1000409808,Exportmanager,,skos:narrowMatch
http://data.europa.eu/esco/occupation/f738f568-b4ff-4f23-acb7-5f99d9a3b393,import export specialist in dairy products and edible oils,http://data.europa.eu/esco/occupation/f738f568-b4ff-4f23-acb7-5f99d9a3b393,1000409808,Exportmanager,,skos:narrowMatch
http://data.europa.eu/esco/occupation/0cbfa809-2d71-44e5-b736-c4da3c8fe09d,import export manager in agricultural machinery and equipment,http://data.europa.eu/esco/occupation/0cbfa809-2d71-44e5-b736-c4da3c8fe09d,1000409808,Exportmanager,,skos:narrowMatch
http://data.europa.eu/esco/occupation/e997358a-f6ed-4b5d-bebe-2a33b01ea3d2,import export manager in electrical household appliances,http://data.europa.eu/esco/occupation/e997358a-f6ed-4b5d-bebe-2a33b01ea3d2,1000409808,Exportmanager,,skos:narrowMatch
http://data.europa.eu/esco/occupation/8914badc-df5e-4671-908e-de5bc795658b,import export manager in electronic and telecommunications equipment and parts,http://data.europa.eu/esco/occupation/8914badc-df5e-4671-908e-de5bc795658b,1000409808,Exportmanager,,skos:narrowMatch
http://data.europa.eu/esco/occupation/b2826761-6fc4-4344-9d36-d8455cb6b185,"import export manager in fish, crustaceans and molluscs",http://data.europa.eu/esco/occupation/b2826761-6fc4-4344-9d36-d8455cb6b185,1000409808,Exportmanager,,skos:narrowMatch
http://data.europa.eu/esco/occupation/1ee8dfca-19b0-4e1a-88ed-68548f80951b,import export manager in flowers and plants,http://data.europa.eu/esco/occupation/1ee8dfca-19b0-4e1a-88ed-68548f80951b,1000409808,Exportmanager,,skos:narrowMatch
http://data.europa.eu/esco/occupation/dc29cd23-d6ba-46b0-bc2f-424e20270099,import export manager in fruit and vegetables,http://data.europa.eu/esco/occupation/dc29cd23-d6ba-46b0-bc2f-424e20270099,1000409808,Exportmanager,,skos:narrowMatch
http://data.europa.eu/esco/occupation/a70315e3-ae41-44a9-9fe5-7fe668469ee0,"import export manager in furniture, carpets and lighting equipment",http://data.europa.eu/esco/occupation/a70315e3-ae41-44a9-9fe5-7fe668469ee0,1000409808,Exportmanager,,skos:narrowMatch
http://data.europa.eu/esco/occupation/173a882d-0a14-4919-ac1b-23e8ee8273de,"import export manager in hardware, plumbing and heating equipment and supplies",http://data.europa.eu/esco/occupation/173a882d-0a14-4919-ac1b-23e8ee8273de,1000409808,Exportmanager,,skos:narrowMatch
http://data.europa.eu/esco/occupation/d7a12ff0-7e25-4dab-98c5-1f5a781da8ad,"import export manager in hides, skins and leather products",http://data.europa.eu/esco/occupation/d7a12ff0-7e25-4dab-98c5-1f5a781da8ad,1000409808,Exportmanager,,skos:narrowMatch
http://data.europa.eu/esco/occupation/b148e7a3-e5b0-4edc-b770-85ab81f36ac9,import export manager in household goods,http://data.europa.eu/esco/occupation/b148e7a3-e5b0-4edc-b770-85ab81f36ac9,1000409808,Exportmanager,,skos:narrowMatch
http://data.europa.eu/esco/occupation/b49f95f8-c1c8-428f-9f1f-5f5abae55e51,import export manager in live animals,http://data.europa.eu/esco/occupation/b49f95f8-c1c8-428f-9f1f-5f5abae55e51,1000409808,Exportmanager,,skos:narrowMatch
http://data.europa.eu/esco/occupation/dc2a924c-653a-4922-9226-f6909dd64580,"import export manager in agricultural raw materials, seeds and animal feeds",http://data.europa.eu/esco/occupation/dc2a924c-653a-4922-9226-f6909dd64580,1000409808,Exportmanager,,skos:narrowMatch
http://data.europa.eu/esco/occupation/12142c2c-9b6f-4e4f-8153-f1a51554e4e0,"import export manager in machinery, industrial equipment, ships and aircraft",http://data.europa.eu/esco/occupation/12142c2c-9b6f-4e4f-8153-f1a51554e4e0,1000409808,Exportmanager,,skos:narrowMatch
http://data.europa.eu/esco/occupation/bbba890e-ecae-43ba-9c5b-a65baa318f15,import export manager in machine tools,http://data.europa.eu/esco/occupation/bbba890e-ecae-43ba-9c5b-a65baa318f15,1000409808,Exportmanager,,skos:narrowMatch
http://data.europa.eu/esco/occupation/00fdad73-4551-4e43-b256-1d4a3759db1e,import export manager in meat and meat products,http://data.europa.eu/esco/occupation/00fdad73-4551-4e43-b256-1d4a3759db1e,1000409808,Exportmanager,,skos:narrowMatch
http://data.europa.eu/esco/occupation/5cc6d160-3864-43b0-b3eb-77d1208a51b4,import export manager in metals and metal ores,http://data.europa.eu/esco/occupation/5cc6d160-3864-43b0-b3eb-77d1208a51b4,1000409808,Exportmanager,,skos:narrowMatch
http://data.europa.eu/esco/occupation/84e4c780-ee17-44dd-af6f-d1c06a3e353d,"import export manager in mining, construction and civil engineering machinery",http://data.europa.eu/esco/occupation/84e4c780-ee17-44dd-af6f-d1c06a3e353d,1000409808,Exportmanager,,skos:narrowMatch
http://data.europa.eu/esco/occupation/4c313f2a-704e-4d3c-a7c2-98e1b93c9e94,import export manager in office furniture,http://data.europa.eu/esco/occupation/4c313f2a-704e-4d3c-a7c2-98e1b93c9e94,1000409808,Exportmanager,,skos:narrowMatch
http://data.europa.eu/esco/occupation/8c0cc417-6b09-4082-8062-2f0f7123a573,import export manager in office machinery and equipment,http://data.europa.eu/esco/occupation/8c0cc417-6b09-4082-8062-2f0f7123a573,1000409808,Exportmanager,,skos:narrowMatch
http://data.europa.eu/esco/occupation/42abcbcb-721b-4da6-9c06-f6951969d056,import export manager in perfume and cosmetics,http://data.europa.eu/esco/occupation/42abcbcb-721b-4da6-9c06-f6951969d056,1000409808,Exportmanager,,skos:narrowMatch
http://data.europa.eu/esco/occupation/d9632b0a-3c95-4a8a-a15c-c5413beda52e,import export manager in pharmaceutical goods,http://data.europa.eu/esco/occupation/d9632b0a-3c95-4a8a-a15c-c5413beda52e,1000409808,Exportmanager,,skos:narrowMatch
http://data.europa.eu/esco/occupation/afcf9d03-6e51-4548-8cec-cfa50972929d,"import export manager in sugar, chocolate and sugar confectionery",http://data.europa.eu/esco/occupation/afcf9d03-6e51-4548-8cec-cfa50972929d,1000409808,Exportmanager,,skos:narrowMatch
http://data.europa.eu/esco/occupation/9faaae26-804d-48f3-97b0-84f7e1aceae8,import export manager in beverages,http://data.europa.eu/esco/occupation/9faaae26-804d-48f3-97b0-84f7e1aceae8,1000409808,Exportmanager,,skos:narrowMatch
http://data.europa.eu/esco/occupation/972ef593-89c3-468b-aad5-81bc575feb58,import export manager in textile industry machinery,http://data.europa.eu/esco/occupation/972ef593-89c3-468b-aad5-81bc575feb58,1000409808,Exportmanager,,skos:narrowMatch
http://data.europa.eu/esco/occupation/6e873bb0-ff0d-4800-a898-362b9a2e1c47,import export manager in textiles and textile semi-finished and raw materials,http://data.europa.eu/esco/occupation/6e873bb0-ff0d-4800-a898-362b9a2e1c47,1000409808,Exportmanager,,skos:narrowMatch
http://data.europa.eu/esco/occupation/c430500d-0b8b-4ef5-8f91-3e98cff32356,import export manager in tobacco products,http://data.europa.eu/esco/occupation/c430500d-0b8b-4ef5-8f91-3e98cff32356,1000409808,Exportmanager,,skos:narrowMatch
http://data.europa.eu/esco/occupation/c71ee6a5-ce48-4afd-aa1e-eaabf17ccbc0,import export manager in waste and scrap,http://data.europa.eu/esco/occupation/c71ee6a5-ce48-4afd-aa1e-eaabf17ccbc0,1000409808,Exportmanager,,skos:narrowMatch
http://data.europa.eu/esco/occupation/63c92723-ee86-42cb-89bf-d93b65398bef,import export manager in watches and jewellery,http://data.europa.eu/esco/occupation/63c92723-ee86-42cb-89bf-d93b65398bef,1000409808,Exportmanager,,skos:narrowMatch
http://data.europa.eu/esco/occupation/5b912733-abc8-43f7-825c-00ae21043685,import export manager in wood and construction materials,http://data.europa.eu/esco/occupation/5b912733-abc8-43f7-825c-00ae21043685,1000409808,Exportmanager,,skos:narrowMatch
http://data.europa.eu/esco/occupation/fd00e4bb-dcee-41d7-81d3-2cdebad8fe70,import export manager in chemical products,http://data.europa.eu/esco/occupation/fd00e4bb-dcee-41d7-81d3-2cdebad8fe70,1000409808,Exportmanager,,skos:narrowMatch
http://data.europa.eu/esco/occupation/95d8f19e-f62b-443f-ac53-324ea8f98cf5,import export manager in china and other glassware,http://data.europa.eu/esco/occupation/95d8f19e-f62b-443f-ac53-324ea8f98cf5,1000409808,Exportmanager,,skos:narrowMatch
http://data.europa.eu/esco/occupation/ccbb7213-79f7-489e-9dad-f90091e550d0,import export manager in clothing and footwear,http://data.europa.eu/esco/occupation/ccbb7213-79f7-489e-9dad-f90091e550d0,1000409808,Exportmanager,,skos:narrowMatch
http://data.europa.eu/esco/occupation/4311b9e0-064e-41bc-b120-5eb21f337780,"import export manager in coffee, tea, cocoa and spices",http://data.europa.eu/esco/occupation/4311b9e0-064e-41bc-b120-5eb21f337780,1000409808,Exportmanager,,skos:narrowMatch
http://data.europa.eu/esco/occupation/7d9c060a-f280-441d-baf9-7d4a6b520a2a,"import export manager in computers, computer peripheral equipment and software",http://data.europa.eu/esco/occupation/7d9c060a-f280-441d-baf9-7d4a6b520a2a,1000409808,Exportmanager,,skos:narrowMatch
http://data.europa.eu/esco/occupation/65beb253-61b0-4f8f-9c3c-49419913fd18,import export manager in dairy products and edible oils,http://data.europa.eu/esco/occupation/65beb253-61b0-4f8f-9c3c-49419913fd18,1000409808,Exportmanager,,skos:narrowMatch
http://data.europa.eu/esco/occupation/6fe645b0-463a-445d-ab8f-c0a5132beb68,fruit and vegetable preserver,http://data.europa.eu/esco/occupation/6fe645b0-463a-445d-ab8f-c0a5132beb68,1000406793,Mechanisch operator voedingsmiddelenindustrie,,skos:broadMatch
http://data.europa.eu/esco/occupation/5520bfd0-49d3-47e5-abe0-d72354711bc0,cacao beans cleaner,http://data.europa.eu/esco/occupation/5520bfd0-49d3-47e5-abe0-d72354711bc0,1000406793,Mechanisch operator voedingsmiddelenindustrie,,skos:broadMatch
http://data.europa.eu/esco/occupation/6e11692c-fc72-4ef4-8bcf-6bd19a6b0ea3,carbonation operator,http://data.europa.eu/esco/occupation/6e11692c-fc72-4ef4-8bcf-6bd19a6b0ea3,1000406793,Mechanisch operator voedingsmiddelenindustrie,,skos:broadMatch
http://data.europa.eu/esco/occupation/709170ae-2b9a-4e7a-8201-260da7211898,fish canning operator,http://data.europa.eu/esco/occupation/709170ae-2b9a-4e7a-8201-260da7211898,1000406793,Mechanisch operator voedingsmiddelenindustrie,,skos:broadMatch
http://data.europa.eu/esco/occupation/f53dbdb1-2f64-42f8-a6a4-0552c40e4f57,flour purifier operator,http://data.europa.eu/esco/occupation/f53dbdb1-2f64-42f8-a6a4-0552c40e4f57,1000406793,Mechanisch operator voedingsmiddelenindustrie,,skos:broadMatch
http://data.europa.eu/esco/occupation/defc8417-eeb6-4f13-8fcd-6518b99a40f4,fruit and vegetable canner,http://data.europa.eu/esco/occupation/defc8417-eeb6-4f13-8fcd-6518b99a40f4,1000406793,Mechanisch operator voedingsmiddelenindustrie,,skos:broadMatch
http://data.europa.eu/esco/occupation/706e8b26-befb-429b-b71d-f72fad1bae12,blanching operator,http://data.europa.eu/esco/occupation/706e8b26-befb-429b-b71d-f72fad1bae12,1000406793,Mechanisch operator voedingsmiddelenindustrie,,skos:broadMatch
http://data.europa.eu/esco/occupation/6725a5bb-b79d-4128-9494-089389ae2a48,cacao bean roaster,http://data.europa.eu/esco/occupation/6725a5bb-b79d-4128-9494-089389ae2a48,1000406793,Mechanisch operator voedingsmiddelenindustrie,,skos:broadMatch
http://data.europa.eu/esco/occupation/b91034a0-1d3e-40e4-aced-07052ee0f9e9,animal feed operator,http://data.europa.eu/esco/occupation/b91034a0-1d3e-40e4-aced-07052ee0f9e9,1000406793,Mechanisch operator voedingsmiddelenindustrie,,skos:broadMatch
http://data.europa.eu/esco/occupation/0fdc5efb-d38e-4019-bede-0ce55404549d,candy machine operator,http://data.europa.eu/esco/occupation/0fdc5efb-d38e-4019-bede-0ce55404549d,1000406793,Mechanisch operator voedingsmiddelenindustrie,,skos:broadMatch
http://data.europa.eu/esco/occupation/3caa57c9-d360-4ce4-8000-34a983666ba7,cellar operator,http://data.europa.eu/esco/occupation/3caa57c9-d360-4ce4-8000-34a983666ba7,1000406793,Mechanisch operator voedingsmiddelenindustrie,,skos:broadMatch
http://data.europa.eu/esco/occupation/28d82e8d-7379-4245-a5a0-c5a68864a528,centrifuge operator,http://data.europa.eu/esco/occupation/28d82e8d-7379-4245-a5a0-c5a68864a528,1000406793,Mechanisch operator voedingsmiddelenindustrie,,skos:broadMatch
http://data.europa.eu/esco/occupation/2a2da883-8af5-4b98-832e-00e6681b22c3,chilling operator,http://data.europa.eu/esco/occupation/2a2da883-8af5-4b98-832e-00e6681b22c3,1000406793,Mechanisch operator voedingsmiddelenindustrie,,skos:broadMatch
http://data.europa.eu/esco/occupation/d41ff08f-1ba9-4e39-b9b5-ad6bfe8f9611,chocolate moulding operator,http://data.europa.eu/esco/occupation/d41ff08f-1ba9-4e39-b9b5-ad6bfe8f9611,1000406793,Mechanisch operator voedingsmiddelenindustrie,,skos:broadMatch
http://data.europa.eu/esco/occupation/e3713dd7-572d-4c6c-87ec-1944b3572175,cider fermentation operator,http://data.europa.eu/esco/occupation/e3713dd7-572d-4c6c-87ec-1944b3572175,1000406793,Mechanisch operator voedingsmiddelenindustrie,,skos:broadMatch
http://data.europa.eu/esco/occupation/ecfcf554-254f-4dd7-a20c-b60cc6b16054,cigarette making machine operator,http://data.europa.eu/esco/occupation/ecfcf554-254f-4dd7-a20c-b60cc6b16054,1000406793,Mechanisch operator voedingsmiddelenindustrie,,skos:broadMatch
http://data.europa.eu/esco/occupation/62f53135-e091-4aa6-8895-5851d72271b9,clarifier,http://data.europa.eu/esco/occupation/62f53135-e091-4aa6-8895-5851d72271b9,1000406793,Mechanisch operator voedingsmiddelenindustrie,,skos:broadMatch
http://data.europa.eu/esco/occupation/e0b347de-f88b-4f69-b7d0-0a965e41f0d5,cocoa mill operator,http://data.europa.eu/esco/occupation/e0b347de-f88b-4f69-b7d0-0a965e41f0d5,1000406793,Mechanisch operator voedingsmiddelenindustrie,,skos:broadMatch
http://data.europa.eu/esco/occupation/34b63359-faad-4d6a-9d4d-98c2c15b9fac,cocoa press operator,http://data.europa.eu/esco/occupation/34b63359-faad-4d6a-9d4d-98c2c15b9fac,1000406793,Mechanisch operator voedingsmiddelenindustrie,,skos:broadMatch
http://data.europa.eu/esco/occupation/0458929a-f6c9-40ed-8ce3-caa9f03a6b5b,coffee grinder,http://data.europa.eu/esco/occupation/0458929a-f6c9-40ed-8ce3-caa9f03a6b5b,1000406793,Mechanisch operator voedingsmiddelenindustrie,,skos:broadMatch
http://data.europa.eu/esco/occupation/9aeefea6-11c3-4479-b703-902ee84787d7,dairy processing operator,http://data.europa.eu/esco/occupation/9aeefea6-11c3-4479-b703-902ee84787d7,1000406793,Mechanisch operator voedingsmiddelenindustrie,,skos:broadMatch
http://data.europa.eu/esco/occupation/87cb6ef5-fa94-4af4-9511-6fe64c463835,dairy products manufacturing worker,http://data.europa.eu/esco/occupation/87cb6ef5-fa94-4af4-9511-6fe64c463835,1000406793,Mechanisch operator voedingsmiddelenindustrie,,skos:broadMatch
http://data.europa.eu/esco/occupation/7cd070f5-b5dd-4228-bdcf-0419dbacfcf4,distillery miller,http://data.europa.eu/esco/occupation/7cd070f5-b5dd-4228-bdcf-0419dbacfcf4,1000406793,Mechanisch operator voedingsmiddelenindustrie,,skos:broadMatch
http://data.europa.eu/esco/occupation/9757122b-1161-4f4a-8286-a603d4ad7012,distillery worker,http://data.europa.eu/esco/occupation/9757122b-1161-4f4a-8286-a603d4ad7012,1000406793,Mechanisch operator voedingsmiddelenindustrie,,skos:broadMatch
http://data.europa.eu/esco/occupation/804f1ae2-429c-48a9-9858-d5d42df144eb,dryer attendant,http://data.europa.eu/esco/occupation/804f1ae2-429c-48a9-9858-d5d42df144eb,1000406793,Mechanisch operator voedingsmiddelenindustrie,,skos:broadMatch
http://data.europa.eu/esco/occupation/78ddc0cc-166e-437e-9c41-48aa0a6c6f93,extract mixer tester,http://data.europa.eu/esco/occupation/78ddc0cc-166e-437e-9c41-48aa0a6c6f93,1000406793,Mechanisch operator voedingsmiddelenindustrie,,skos:broadMatch
http://data.europa.eu/esco/occupation/7dbb116c-a4e7-41e8-9f28-c8a738d93e28,beverage filtration technician,http://data.europa.eu/esco/occupation/7dbb116c-a4e7-41e8-9f28-c8a738d93e28,1000406793,Mechanisch operator voedingsmiddelenindustrie,,skos:broadMatch
http://data.europa.eu/esco/occupation/9ae8251e-cb8e-4324-9d77-d967d43e6b46,fat-purification worker,http://data.europa.eu/esco/occupation/9ae8251e-cb8e-4324-9d77-d967d43e6b46,1000406793,Mechanisch operator voedingsmiddelenindustrie,,skos:broadMatch
http://data.europa.eu/esco/occupation/83de6811-975d-4f7c-b81e-604c0c17e800,fish production operator,http://data.europa.eu/esco/occupation/83de6811-975d-4f7c-b81e-604c0c17e800,1000406793,Mechanisch operator voedingsmiddelenindustrie,,skos:broadMatch
http://data.europa.eu/esco/occupation/e3dc66de-99c7-4607-a82b-7244036d316d,food production operator,http://data.europa.eu/esco/occupation/e3dc66de-99c7-4607-a82b-7244036d316d,1000406793,Mechanisch operator voedingsmiddelenindustrie,,skos:broadMatch
http://data.europa.eu/esco/occupation/7235d075-ecf6-42ba-8a60-d7e79bbce152,fruit-press operator,http://data.europa.eu/esco/occupation/7235d075-ecf6-42ba-8a60-d7e79bbce152,1000406793,Mechanisch operator voedingsmiddelenindustrie,,skos:broadMatch
http://data.europa.eu/esco/occupation/ab9e06c8-e0fc-4c1b-afa2-61421592f1a5,germination operator,http://data.europa.eu/esco/occupation/ab9e06c8-e0fc-4c1b-afa2-61421592f1a5,1000406793,Mechanisch operator voedingsmiddelenindustrie,,skos:broadMatch
http://data.europa.eu/esco/occupation/0085f271-5999-4d42-b879-75c3b4269883,hydrogenation machine operator,http://data.europa.eu/esco/occupation/0085f271-5999-4d42-b879-75c3b4269883,1000406793,Mechanisch operator voedingsmiddelenindustrie,,skos:broadMatch
http://data.europa.eu/esco/occupation/3b46ee4d-a220-4c83-ad90-937456596889,kettle tender,http://data.europa.eu/esco/occupation/3b46ee4d-a220-4c83-ad90-937456596889,1000406793,Mechanisch operator voedingsmiddelenindustrie,,skos:broadMatch
