,,,,,
Mapping project name,ESCO - Kompetenzenzsystematik,,,,
Mapping project author,Bundesagentur für Arbeit,,,,
Mapping project version,20220518,,,,
Mapping project version date,2022-05-18,,,,
Classification 1 Name,ESCO,,,,
Classification 1 Concept type,skill,,,,
Classification 1 Version,1.0.3,,,,
Classification 1 Language,de,,,,
Classification 1 Landing page,https://ec.europa.eu/esco/portal/skill,,,,
Classification 2 Name,Kompetenzsystematik,,,,
Classification 2 Concept type,skill,,,,
Classification 2 Version,20220518,,,,
Classification 2 Language,de,,,,
Classification 2 Landing page,,,,,
,,,,,
,,,,,
Classification 1 URI,Classification 1 PrefLabel,Classification 2 ID,Classification 2 PrefLabel,Mapping relation,Editorial note
http://data.europa.eu/esco/skill/48021e84-aacd-4f25-99b7-e957e947c50f,"Ofenwartungsarbeiten durchführen","K 010205-003","Wartung, Reparatur, Instandhaltung",skos:narrowMatch,
http://data.europa.eu/esco/skill/48021e84-aacd-4f25-99b7-e957e947c50f,"Ofenwartungsarbeiten durchführen","K 0812-003","Industrieofentechnik",skos:closeMatch,
http://data.europa.eu/esco/skill/480282ca-74ce-4f01-8495-0afa409ea164,"begabte Schüler/Schülerinnen fördern","K 090100-045","Begabtenförderung",skos:exactMatch,
http://data.europa.eu/esco/skill/48061897-4cde-41b6-abee-1ec9fe421b55,"Annäherungen an Ihre Kampfdisziplin definieren","K 090301-026","Kampfkunst",skos:closeMatch,
http://data.europa.eu/esco/skill/48061897-4cde-41b6-abee-1ec9fe421b55,"Annäherungen an Ihre Kampfdisziplin definieren","K 100101-022","Produktion (Bühne, Film, Fernsehen, Video, Audiovision)",skos:closeMatch,
http://data.europa.eu/esco/skill/4806e6cf-24b0-4828-b9c4-866d9b8a2ca6,"Inhalt und Form angleichen","K 010401-019","Layout",skos:broadMatch,
http://data.europa.eu/esco/skill/4806e6cf-24b0-4828-b9c4-866d9b8a2ca6,"Inhalt und Form angleichen","K 100104-018","Mediendesign",skos:narrowMatch,
http://data.europa.eu/esco/skill/4812a4ea-dc55-4dc6-b9b0-4a59bba2c647,"Deutsch","K 0804-011","Germanistik",skos:closeMatch,
http://data.europa.eu/esco/skill/4812a4ea-dc55-4dc6-b9b0-4a59bba2c647,"Deutsch","K 090102-002","Deutsch als Fremdsprache unterrichten",skos:closeMatch,
http://data.europa.eu/esco/skill/4812a4ea-dc55-4dc6-b9b0-4a59bba2c647,"Deutsch","K 11-015","Deutsch",skos:exactMatch,
http://data.europa.eu/esco/skill/4812a4ea-dc55-4dc6-b9b0-4a59bba2c647,"Deutsch","K 11-098","Hochdeutsch (dialektfrei)",skos:broadMatch,
http://data.europa.eu/esco/skill/4812a4ea-dc55-4dc6-b9b0-4a59bba2c647,"Deutsch","K 11-114","Deutscher Dialekt (Hochdeutsch)",skos:broadMatch,
http://data.europa.eu/esco/skill/4812a4ea-dc55-4dc6-b9b0-4a59bba2c647,"Deutsch","K 090100-059","Zusatzqualifizierung von Lehrkräften im Bereich Deutsch als Zweitsprache",skos:narrowMatch,
http://data.europa.eu/esco/skill/4817fa29-7e52-41ee-a112-c1454012ca95,"Baupläne für Abfallbehandlungsanlagen überprüfen","K 0209-018","Industrie-, Gewerbebau (Planung, Überwachung)",skos:narrowMatch,
http://data.europa.eu/esco/skill/4817fa29-7e52-41ee-a112-c1454012ca95,"Baupläne für Abfallbehandlungsanlagen überprüfen","K 17-000","Abfallwirtschaft",skos:closeMatch,
http://data.europa.eu/esco/skill/4821dd3e-d9ec-43e7-8f22-a70ac5a6dcd8,"Maschinentechnologie für die Herstellung von Vliesstoff","K 010109-037","Vliesstoffherstellung",skos:narrowMatch,
http://data.europa.eu/esco/skill/4840338b-ac6c-486a-be1d-9ddfe00b8bdf,"Spiralmodell","K 0703-032","Softwaretechnik, Software-Engineering",skos:closeMatch,
http://data.europa.eu/esco/skill/4840338b-ac6c-486a-be1d-9ddfe00b8bdf,"Spiralmodell","K 0703-034","Systemsoftware (Entwicklung, Programmierung, Analyse)",skos:closeMatch,
http://data.europa.eu/esco/skill/4840338b-ac6c-486a-be1d-9ddfe00b8bdf,"Spiralmodell","K 0703-063","Web-Applikationen (Entwicklung, Programmierung)",skos:closeMatch,
http://data.europa.eu/esco/skill/484d048c-a5d1-46a5-b57f-45b69c0ac552,"Informationen aus Pipeline-Datenbanken analysieren","K 011108-018","Versorgungstechnik",skos:closeMatch,
http://data.europa.eu/esco/skill/484d048c-a5d1-46a5-b57f-45b69c0ac552,"Informationen aus Pipeline-Datenbanken analysieren","K 0703-005","Datenanalyse",skos:narrowMatch,
http://data.europa.eu/esco/skill/484df271-bb52-49f1-8f50-f19624bf4df2,"Bibliotheken für Softwarekomponenten","K 0700-028","Systembetreuung, Systemadministration, Systemverwaltung",skos:closeMatch,
http://data.europa.eu/esco/skill/484df271-bb52-49f1-8f50-f19624bf4df2,"Bibliotheken für Softwarekomponenten","K 0705-038","Programmbibliothek CORBA",skos:broadMatch,
http://data.europa.eu/esco/skill/484df271-bb52-49f1-8f50-f19624bf4df2,"Bibliotheken für Softwarekomponenten","K 0705-062","Programmbibliothek Motif",skos:broadMatch,
http://data.europa.eu/esco/skill/484df271-bb52-49f1-8f50-f19624bf4df2,"Bibliotheken für Softwarekomponenten","K 0705-150","Programmbibliothek SQLite",skos:broadMatch,
http://data.europa.eu/esco/skill/4853efe8-0cdd-42d1-bc5a-6ba5fa9a8b2c,"schweres Gerät überwachen","K 010200-002","Arbeitsschutz, Unfallverhütung",skos:closeMatch,
http://data.europa.eu/esco/skill/4857f14e-e652-417c-87ec-43d8ee312ab5,"Zuckergehalt von Tabakblättern bewerten","K 010507-002","Tabakaufbereitung",skos:narrowMatch,
http://data.europa.eu/esco/skill/4857f14e-e652-417c-87ec-43d8ee312ab5,"Zuckergehalt von Tabakblättern bewerten","K 010507-003","Tabaktechnik",skos:narrowMatch,
http://data.europa.eu/esco/skill/485a4d5a-279f-4439-8aa3-2c7e2de6164c,"Ölgewinnungsanlage beaufsichtigen","K 010202-030","Maschinenführung, Anlagenführung, -bedienung",skos:narrowMatch,
http://data.europa.eu/esco/skill/485a4d5a-279f-4439-8aa3-2c7e2de6164c,"Ölgewinnungsanlage beaufsichtigen","K 130004-010","Speisefette, Öle",skos:closeMatch,
http://data.europa.eu/esco/skill/485cdafb-3c7f-4104-ab1c-773e6131a39a,"wissenschaftliche Recherchen durchführen","K 100104-025","Recherche, Informationsbeschaffung",skos:narrowMatch,
http://data.europa.eu/esco/skill/48616ec6-5116-4e95-afd9-379fd7ab49f0,"Klassifizierungssysteme","K 030101-004","Holzhandel",skos:closeMatch,
http://data.europa.eu/esco/skill/4868410e-6245-4aa7-96f6-ee1ec52382a5,"Fußball","K 090301-015","Fußball",skos:exactMatch,
http://data.europa.eu/esco/skill/4868410e-6245-4aa7-96f6-ee1ec52382a5,"Fußball","K 090304-017","DFB-Fußballlehrerlizenz (UEFA-PRO-Lizenz)",skos:closeMatch,
http://data.europa.eu/esco/skill/486a5886-5cac-4975-9716-288c3820a8c7,"erforderliche Dokumente übermitteln","K 030206-029","Sachbearbeitung",skos:closeMatch,
http://data.europa.eu/esco/skill/486df8bc-3498-43ad-83b6-dc8a4a3b16c6,"in Partnerschaft mit Nutzern/Nutzerinnen der sozialen Dienste arbeiten","K 090003-032","Sozialarbeit",skos:narrowMatch,
http://data.europa.eu/esco/skill/486e0580-470f-42a2-bd6d-ec940c239a9b,"Verpackungsanforderungen analysieren","K 010404-013","Verpackungstechnik",skos:narrowMatch,
http://data.europa.eu/esco/skill/486e3034-765e-4cdc-835a-ac44ff7335fa,"Einfluss von Winden und Strömungen auf die Steuerung von Schiffen","K 0402-030","Schiffs-, Bootsführung",skos:closeMatch,
http://data.europa.eu/esco/skill/486e4f39-e968-41f4-955e-56e9eba96ef5,"geschriebenes Deutsch verstehen","K 11-015","Deutsch",skos:narrowMatch,
http://data.europa.eu/esco/skill/4873958e-12a4-4f3b-ab06-fb00652601c4,"Chemikalien übertragen","K 011000-009","Chemische Verfahrenstechnik",skos:narrowMatch,
http://data.europa.eu/esco/skill/487fd260-be20-4980-a8e4-b819f0b549f1,"Computerbestandteile hinzufügen","K 0700-040","Hardwareinstallation",skos:narrowMatch,
http://data.europa.eu/esco/skill/488d5779-aaed-4a94-b56c-bacc4becd6cb,"Kontakt mit Getreidebauern/Getreidebäuerinnen","K 0004-013","Getreidebau",skos:closeMatch,
http://data.europa.eu/esco/skill/489b2571-ce18-4944-b452-ed1f54e55b68,"Schoology","K 090100-011","E-Learning, Teleteaching",skos:closeMatch,
http://data.europa.eu/esco/skill/48a63f52-60e3-433a-bd10-7e38d3e503fa,"ein Konzeptualisierungsmodell für die Therapie formulieren","K 090200-099","Therapie",skos:narrowMatch,
http://data.europa.eu/esco/skill/48a83424-6758-4ad5-b5fa-ca3a32034431,"Fehler in Verbrauchszähler feststellen","K 010204-028","Zählerablesen",skos:closeMatch,
http://data.europa.eu/esco/skill/48aae178-15ab-4440-8491-63f5f865aa03,"Kaltextrusionsanlage pflegen","K 011002-000","Extrudieren",skos:narrowMatch,
http://data.europa.eu/esco/skill/48ae2e46-74c7-4c47-8600-a0f196f5d844,"die Sprechweise des Originalschauspielers analysieren","K 100101-181","Voice-Over",skos:narrowMatch,
http://data.europa.eu/esco/skill/48b138fd-65d9-46f3-b724-ad1bfce379d8,"Glasmalerei entwerfen","K 010001-005","Flachglasmalen",skos:narrowMatch,
http://data.europa.eu/esco/skill/48b138fd-65d9-46f3-b724-ad1bfce379d8,"Glasmalerei entwerfen","K 010001-026","Hohlglasmalen",skos:narrowMatch,
http://data.europa.eu/esco/skill/48b138fd-65d9-46f3-b724-ad1bfce379d8,"Glasmalerei entwerfen","K 0200-012","Kirchenmalerei",skos:broadMatch,
http://data.europa.eu/esco/skill/48b138fd-65d9-46f3-b724-ad1bfce379d8,"Glasmalerei entwerfen","K 100001-014","Glasmalerei",skos:narrowMatch,
http://data.europa.eu/esco/skill/48b68726-0fd6-4e03-a5eb-82236516ee7a,"Berichte über Kosten-Nutzen-Analysen bereitstellen","K 030201-014","Kostenanalyse",skos:narrowMatch,
http://data.europa.eu/esco/skill/48b68726-0fd6-4e03-a5eb-82236516ee7a,"Berichte über Kosten-Nutzen-Analysen bereitstellen","K 030206-004","Berichtswesen, Information",skos:narrowMatch,
http://data.europa.eu/esco/skill/48b6ad52-ee42-41da-b69d-0302496b1808,"Bohrungen abteufen","K 010300-001","Abteufen",skos:narrowMatch,
http://data.europa.eu/esco/skill/48b6ad52-ee42-41da-b69d-0302496b1808,"Bohrungen abteufen","K 0201-003","Brunnenbau",skos:narrowMatch,
http://data.europa.eu/esco/skill/48b6ad52-ee42-41da-b69d-0302496b1808,"Bohrungen abteufen","K 0201-008","Erdbohrungen",skos:closeMatch,
http://data.europa.eu/esco/skill/48bb7429-f9a2-4bac-8982-3729b5c7f43d,"Heimtierzubehör verkaufen","K 030203-021","Verkauf",skos:narrowMatch,
http://data.europa.eu/esco/skill/48bb7429-f9a2-4bac-8982-3729b5c7f43d,"Heimtierzubehör verkaufen","K 130401-012","Zoobedarf, Heimtiere",skos:closeMatch,
http://data.europa.eu/esco/skill/48c34089-d74a-4e52-b783-aea877f2fea1,"Trainingsgeräte für den Reitsport","K 0006-015","Reiten",skos:closeMatch,
http://data.europa.eu/esco/skill/48c82c54-fc6d-48f3-91f5-c9adc2a70f4b,"Anforderungen an die mechanischen Teile von Fahrzeugen in städtischen Gebieten","K 010800-021","Kraftfahrzeugwartung, Kraftfahrzeugreparatur",skos:closeMatch,
http://data.europa.eu/esco/skill/48ca61e4-9b68-445a-87a0-270472a8fd1d,"audiologisches Arbeitsteam beaufsichtigen","K 090200-010","Audiologie, Pädaudiologie",skos:closeMatch,
http://data.europa.eu/esco/skill/48ca8d53-471c-450f-8994-5e76ab4eb0aa,"Verarbeitung synthetischer Fasern abschließen","K 010109-013","Faseraufbereitung",skos:narrowMatch,
http://data.europa.eu/esco/skill/48ca8d53-471c-450f-8994-5e76ab4eb0aa,"Verarbeitung synthetischer Fasern abschließen","K 011000-018","Faserchemie, Textilchemie",skos:narrowMatch,
http://data.europa.eu/esco/skill/48d73e89-b231-4bb4-9f3c-5c900a1e37a1,"die eigene professionelle Entwicklung im Sport handhaben","K 090300-004","Leistungssport",skos:narrowMatch,
http://data.europa.eu/esco/skill/48d73e89-b231-4bb4-9f3c-5c900a1e37a1,"die eigene professionelle Entwicklung im Sport handhaben","K 090300-014","Sport",skos:closeMatch,
http://data.europa.eu/esco/skill/48e10631-64c1-4831-8518-a6a992ae0a13,"Dokumentation der Fleischproduktion","K 010501-008","Fleischverarbeitung, Fleischtechnik",skos:closeMatch,
http://data.europa.eu/esco/skill/48e77874-3428-4871-bac1-b7ea9a48e97a,"Würfelschneidemaschine bedienen","K 010202-030","Maschinenführung, Anlagenführung, -bedienung",skos:narrowMatch,
http://data.europa.eu/esco/skill/48eab074-c3a6-4e84-a6d2-219f8b2adac4,"Kohlenstoffplatte einsetzen","K 010404-007","Papierverarbeitung",skos:narrowMatch,
http://data.europa.eu/esco/skill/48edcf6a-b225-477e-9cfe-6dc3c4f486a8,"Risikomanagement für Kunstwerke umsetzen","K 030300-033","Risikomanagement, Risikocontrolling",skos:narrowMatch,
http://data.europa.eu/esco/skill/48edcf6a-b225-477e-9cfe-6dc3c4f486a8,"Risikomanagement für Kunstwerke umsetzen","K 100003-000","Ausstellungen organisieren und durchführen",skos:narrowMatch,
http://data.europa.eu/esco/skill/48ef980b-5b37-47e0-8fd9-c2d797b191ac,"Punktschweißmaschinenteile","K 011107-039","Widerstandsschweißen, Punktschweißen, Pressschweißen",skos:closeMatch,
http://data.europa.eu/esco/skill/48f480aa-c9a8-4552-b1c5-e94330912257,"Straßenverkehrsrecht","K 030303-088","Straßen- und Verkehrsrecht",skos:exactMatch,
http://data.europa.eu/esco/skill/48f480aa-c9a8-4552-b1c5-e94330912257,"Straßenverkehrsrecht","K 030303-099","Verkehrsstrafrecht",skos:closeMatch,
http://data.europa.eu/esco/skill/48f9797c-a39e-4a27-a9d1-f4c32cf9c9bf,"Tierfutter bewerten","K 0005-006","Futtermittelanalysen, -gewinnung",skos:closeMatch,
http://data.europa.eu/esco/skill/48fd824b-aedf-4613-9fde-3099d88feba7,"Literaturgeschichte","K 0803-002","Literaturwissenschaften",skos:narrowMatch,
http://data.europa.eu/esco/skill/48fd824b-aedf-4613-9fde-3099d88feba7,"Literaturgeschichte","K 0808-011","Literaturgeschichte",skos:exactMatch,
http://data.europa.eu/esco/skill/49026711-0f2d-42b3-8912-2b897ad05117,"Schiffe festmachen","K 0402-007","Festmachen (Schiff)",skos:exactMatch,
http://data.europa.eu/esco/skill/49071d69-cd74-42ed-8f54-8d66a0623950,"detaillierte Lebensmittelverarbeitungsverfahren durchführen","K 17-048","Lebensmittelherstellung, -verarbeitung",skos:narrowMatch,
http://data.europa.eu/esco/skill/4909646e-35d8-42f2-943c-19f220869345,"Herstellung von Produkten für elektrische Leitungen","K 010901-023","Kabelherstellung",skos:exactMatch,
http://data.europa.eu/esco/skill/490b7aaf-f44d-4ea2-a2cb-d3e2c2f1938d,"Proben bei der Autopsie entnehmen","K 010203-003","Probenahme",skos:narrowMatch,
http://data.europa.eu/esco/skill/490b7aaf-f44d-4ea2-a2cb-d3e2c2f1938d,"Proben bei der Autopsie entnehmen","K 090200-063","Obduktion (Sektionsassistenz)",skos:closeMatch,
http://data.europa.eu/esco/skill/49118827-3dbd-4c96-aebf-a23096e43d25,"Vertragsunterlagen und Dokumentation verwalten","K 030206-001","Akten, Schriftgut verwalten",skos:narrowMatch,
http://data.europa.eu/esco/skill/49118827-3dbd-4c96-aebf-a23096e43d25,"Vertragsunterlagen und Dokumentation verwalten","K 030206-035","Vertragsbearbeitung, -verwaltung",skos:narrowMatch,
http://data.europa.eu/esco/skill/49118827-3dbd-4c96-aebf-a23096e43d25,"Vertragsunterlagen und Dokumentation verwalten","K 070408-066","Smart Contract",skos:closeMatch,
http://data.europa.eu/esco/skill/49118827-3dbd-4c96-aebf-a23096e43d25,"Vertragsunterlagen und Dokumentation verwalten","K 070408-067","Vertragsgeneratoren",skos:closeMatch,
http://data.europa.eu/esco/skill/4913d0c0-133a-4c46-aac3-f5d4989a982e,"Produktnutzungs-Risikobewertung","K 0700-027","Sicherheitssysteme (IT), Datensicherheit",skos:closeMatch,
http://data.europa.eu/esco/skill/49212efd-acf0-4257-a011-e07c9e369ecf,"Rechtsvorschriften zum Tierschutz","K 0005-026","Tierschutz",skos:closeMatch,
http://data.europa.eu/esco/skill/49212efd-acf0-4257-a011-e07c9e369ecf,"Rechtsvorschriften zum Tierschutz","K 1401-044","Sachkundenachweis nach § 11 Tierschutzgesetz",skos:closeMatch,
http://data.europa.eu/esco/skill/492214f5-5bfd-4f2a-9a48-c36240ce100d,"bei der Lebensvermittelverarbeitung den Umweltschutz befolgen","K 17-048","Lebensmittelherstellung, -verarbeitung",skos:narrowMatch,
http://data.europa.eu/esco/skill/49298916-2090-4b08-ac57-5cfedaa5af36,"Folgen der Schuhproduktion für die Umwelt reduzieren","K 0811-020","Umweltschutz, Umwelttechnik",skos:narrowMatch,
http://data.europa.eu/esco/skill/49320ec7-65f9-4f90-bed2-2d41784f1836,"GIS-Daten zusammenstellen","K 070103-010","GIS (Geo-Info-System)",skos:closeMatch,
http://data.europa.eu/esco/skill/49320ec7-65f9-4f90-bed2-2d41784f1836,"GIS-Daten zusammenstellen","K 0800-016","Kartografie",skos:narrowMatch,
http://data.europa.eu/esco/skill/49321bf1-b20e-4aa1-a721-67b0ddfcea73,"Kunden und Kundinnen über hörakustische Erzeugnisse beraten","K 030203-014","Kundenberatung, -betreuung",skos:narrowMatch,
http://data.europa.eu/esco/skill/49321bf1-b20e-4aa1-a721-67b0ddfcea73,"Kunden und Kundinnen über hörakustische Erzeugnisse beraten","K 090207-009","Hörgeräteakustik",skos:closeMatch,
http://data.europa.eu/esco/skill/4934c105-5e90-4874-9957-78eceef1a13c,"in Eigeninitiative die Sicherung von Verkäufen anstreben","K 030100-012","Kraftfahrzeughandel",skos:narrowMatch,
http://data.europa.eu/esco/skill/4938b245-1312-4e8f-adc9-a3ae031e4d70,"Entscheidungen bezüglich der Pflanzenvermehrung treffen","K 0003-022","Pflanzenzucht",skos:narrowMatch,
http://data.europa.eu/esco/skill/493a1805-6caa-4cda-8fd3-6495ec8ea451,"Sandwiches zubereiten","K 0501-006","Dönerzubereitung",skos:broadMatch,
http://data.europa.eu/esco/skill/493a1805-6caa-4cda-8fd3-6495ec8ea451,"Sandwiches zubereiten","K 0501-014","Kalte Küche",skos:narrowMatch,
http://data.europa.eu/esco/skill/493a1805-6caa-4cda-8fd3-6495ec8ea451,"Sandwiches zubereiten","K 130005-004","Snacks (z.B. belegte Brötchen)",skos:broadMatch,
http://data.europa.eu/esco/skill/493a1805-6caa-4cda-8fd3-6495ec8ea451,"Sandwiches zubereiten","K 0501-032","Fingerfood",skos:narrowMatch,
http://data.europa.eu/esco/skill/493b20c2-c435-449a-896e-0af057c41fef,"Filmproduktionsprozess","K 100101-001","Aufnahmetechnik",skos:broadMatch,
http://data.europa.eu/esco/skill/493b20c2-c435-449a-896e-0af057c41fef,"Filmproduktionsprozess","K 100101-002","Ausstattung (Film, Fernsehen, Bühne), Szenografie",skos:closeMatch,
http://data.europa.eu/esco/skill/493b20c2-c435-449a-896e-0af057c41fef,"Filmproduktionsprozess","K 100101-022","Produktion (Bühne, Film, Fernsehen, Video, Audiovision)",skos:closeMatch,
http://data.europa.eu/esco/skill/493b20c2-c435-449a-896e-0af057c41fef,"Filmproduktionsprozess","K 17-013","Filmindustrie",skos:closeMatch,
http://data.europa.eu/esco/skill/493b20c2-c435-449a-896e-0af057c41fef,"Filmproduktionsprozess","K 17-015","Foto, Film, Video",skos:closeMatch,
http://data.europa.eu/esco/skill/493b20c2-c435-449a-896e-0af057c41fef,"Filmproduktionsprozess","K 070408-041","Computersysteme Filmgeschäftsführung SESAM/MovieMagic",skos:closeMatch,
http://data.europa.eu/esco/skill/493b20c2-c435-449a-896e-0af057c41fef,"Filmproduktionsprozess","K 070408-043","MovieMagic Budgeting (Software)",skos:closeMatch,
http://data.europa.eu/esco/skill/493b20c2-c435-449a-896e-0af057c41fef,"Filmproduktionsprozess","K 100101-044","andere Computer Schnittsysteme-nonlinear",skos:closeMatch,
http://data.europa.eu/esco/skill/493b20c2-c435-449a-896e-0af057c41fef,"Filmproduktionsprozess","K 070408-044","MovieMagic Scheduling (Software)",skos:closeMatch,
http://data.europa.eu/esco/skill/493b20c2-c435-449a-896e-0af057c41fef,"Filmproduktionsprozess","K 100101-059","Completion Bond",skos:broadMatch,
http://data.europa.eu/esco/skill/493b20c2-c435-449a-896e-0af057c41fef,"Filmproduktionsprozess","K 100101-080","Filmförderungseinreichung",skos:broadMatch,
http://data.europa.eu/esco/skill/493b20c2-c435-449a-896e-0af057c41fef,"Filmproduktionsprozess","K 100101-182","Vorstoppen",skos:broadMatch,
http://data.europa.eu/esco/skill/493b20c2-c435-449a-896e-0af057c41fef,"Filmproduktionsprozess","K 070408-042","Computersysteme Produktionsleitung SESAM/MovieMagic",skos:closeMatch,
http://data.europa.eu/esco/skill/493b20c2-c435-449a-896e-0af057c41fef,"Filmproduktionsprozess","K 100101-148","Second Unit",skos:broadMatch,
http://data.europa.eu/esco/skill/493b20c2-c435-449a-896e-0af057c41fef,"Filmproduktionsprozess","K 100101-175","Vertonung/Endfertigung",skos:broadMatch,
http://data.europa.eu/esco/skill/493b20c2-c435-449a-896e-0af057c41fef,"Filmproduktionsprozess","K 100101-083","Gagenabrechnung",skos:broadMatch,
http://data.europa.eu/esco/skill/493b20c2-c435-449a-896e-0af057c41fef,"Filmproduktionsprozess","K 100101-125","Nachtdreh",skos:broadMatch,
http://data.europa.eu/esco/skill/493b20c2-c435-449a-896e-0af057c41fef,"Filmproduktionsprozess","K 100101-038","2nd Unit-Kamera",skos:broadMatch,
http://data.europa.eu/esco/skill/493fb8bf-d880-4499-b374-b1ecb0df4b50,"Phytotherapie","K 090208-020","Phytotherapie",skos:exactMatch,
http://data.europa.eu/esco/skill/4940d889-a185-4176-a920-46b88cbe0d8c,"Zubehör zu elektrischen Leitungen","K 130800-004","Elektroinstallationsartikel",skos:narrowMatch,
http://data.europa.eu/esco/skill/494f3e5b-c9a8-4d55-97bc-13ea16b6a59a,"Verfahren der Milcherzeugung","K 010504-002","Milch-, Molkereitechnologie",skos:narrowMatch,
http://data.europa.eu/esco/skill/494f3e5b-c9a8-4d55-97bc-13ea16b6a59a,"Verfahren der Milcherzeugung","K 010504-004","Milchkulturenherstellung",skos:broadMatch,
http://data.europa.eu/esco/skill/494f3e5b-c9a8-4d55-97bc-13ea16b6a59a,"Verfahren der Milcherzeugung","K 010504-005","Milchverarbeitung",skos:narrowMatch,
http://data.europa.eu/esco/skill/4959697d-3a24-4f46-af0c-b752318e6c54,"ObjectStore","K 0702-063","Datenbankmanagementsystem Progress",skos:exactMatch,
http://data.europa.eu/esco/skill/4959d8c3-40dd-404d-9b29-ec7501bf5c39,"Szenen ansehen","K 100101-034","Videobearbeitung",skos:narrowMatch,
http://data.europa.eu/esco/skill/4959d8c3-40dd-404d-9b29-ec7501bf5c39,"Szenen ansehen","K 100101-178","Videoproduktion",skos:narrowMatch,
http://data.europa.eu/esco/skill/49618378-8e17-4418-b63e-6247e97660bf,"Arten von Drehwerkzeugen","K 011109-005","Drehen",skos:closeMatch,
http://data.europa.eu/esco/skill/496932f1-0b6b-4f73-9432-d95c7ddcd43b,"Mitarbeiter einstellen","K 030205-005","Personalbeschaffung",skos:narrowMatch,
http://data.europa.eu/esco/skill/496fd702-885e-488c-a48a-27e0ab692292,"VIP-Gäste betreuen","K 0500-003","Hotelempfang",skos:narrowMatch,
http://data.europa.eu/esco/skill/496fd702-885e-488c-a48a-27e0ab692292,"VIP-Gäste betreuen","K 0500-010","VIP-Betreuung",skos:exactMatch,
http://data.europa.eu/esco/skill/496fd702-885e-488c-a48a-27e0ab692292,"VIP-Gäste betreuen","K 0503-008","Gästebetreuung",skos:narrowMatch,
http://data.europa.eu/esco/skill/496fd702-885e-488c-a48a-27e0ab692292,"VIP-Gäste betreuen","K 0504-029","Gehobene Gastronomie",skos:narrowMatch,
http://data.europa.eu/esco/skill/49708c50-fa54-4384-be24-4ac1ff8dbf64,"Fischereibetriebe überwachen","K 030400-009","Fischereiverwaltung",skos:narrowMatch,
http://data.europa.eu/esco/skill/497705d7-7a03-4a68-99f3-69d2de9366f4,"Risiken für Nutzer/Nutzerinnen sozialer Dienste analysieren","K 090003-001","Allgemeiner sozialer Dienst",skos:narrowMatch,
http://data.europa.eu/esco/skill/497ac2d8-6a9c-45d1-8149-e7aa2d9e2cff,"junge Menschen unterstützen, die von sexueller Gewalt betroffen sind","K 0904-013","Jugendliche (Betreuung etc.)",skos:narrowMatch,
http://data.europa.eu/esco/skill/497ac2d8-6a9c-45d1-8149-e7aa2d9e2cff,"junge Menschen unterstützen, die von sexueller Gewalt betroffen sind","K 0904-014","Kinder (Betreuung etc.)",skos:narrowMatch,
http://data.europa.eu/esco/skill/497b85db-c3ba-4d41-bc90-c2fd72eaa899,"Unterstützung beim Ankleiden leisten","K 030100-016","Modeberatung",skos:narrowMatch,
http://data.europa.eu/esco/skill/497bd065-ac31-4be3-a35f-0e9ebe2a3920,"Süßwaren herstellen","K 010500-005","Kalte Konditorei",skos:narrowMatch,
http://data.europa.eu/esco/skill/497bd065-ac31-4be3-a35f-0e9ebe2a3920,"Süßwaren herstellen","K 010500-008","Roh- und Fertigmassen herstellen und verarbeiten",skos:broadMatch,
http://data.europa.eu/esco/skill/497bd065-ac31-4be3-a35f-0e9ebe2a3920,"Süßwaren herstellen","K 010500-011","Süßwarentechnik",skos:exactMatch,
http://data.europa.eu/esco/skill/497bd065-ac31-4be3-a35f-0e9ebe2a3920,"Süßwaren herstellen","K 010500-013","Warme Konditorei",skos:narrowMatch,
http://data.europa.eu/esco/skill/497bd065-ac31-4be3-a35f-0e9ebe2a3920,"Süßwaren herstellen","K 010500-015","Süßwaren, Zuckerprodukte herstellen",skos:exactMatch,
http://data.europa.eu/esco/skill/49830020-70f3-41ee-801d-dd19533f9ae9,"Maschinenräume inspizieren","K 011104-015","Maschinentechnik",skos:closeMatch,
http://data.europa.eu/esco/skill/49830020-70f3-41ee-801d-dd19533f9ae9,"Maschinenräume inspizieren","K 0402-033","Schiffsbetriebstechnik",skos:closeMatch,
http://data.europa.eu/esco/skill/499031e7-9821-4728-adb8-2925663c6ef2,"Kreditkartenzahlungen","K 030000-028","Kreditkartensysteme, Kreditkartenabrechnung",skos:exactMatch,
http://data.europa.eu/esco/skill/49921021-87b9-4561-ae30-cdba351fd770,"administrative zahnärztliche Nachbehandlung anbieten","K 090203-061","Zahnmedizinische Behandlungsassistenz",skos:narrowMatch,
http://data.europa.eu/esco/skill/499323d7-8f52-4195-9766-f59e61118574,"Medizinprodukte herstellen","K 090207-003","Dialysetherapie (Medizintechnik)",skos:broadMatch,
http://data.europa.eu/esco/skill/499323d7-8f52-4195-9766-f59e61118574,"Medizinprodukte herstellen","K 090207-013","Kardiotechnik",skos:broadMatch,
http://data.europa.eu/esco/skill/499323d7-8f52-4195-9766-f59e61118574,"Medizinprodukte herstellen","K 090207-019","Medizintechnik, biomedizinische Technik",skos:narrowMatch,
http://data.europa.eu/esco/skill/499323d7-8f52-4195-9766-f59e61118574,"Medizinprodukte herstellen","K 090207-021","Orthopädie-, Rehatechnik",skos:narrowMatch,
http://data.europa.eu/esco/skill/499abfed-8404-4adc-9c84-922f6d4b9065,"Foliendruckmaschine warten","K 010205-003","Wartung, Reparatur, Instandhaltung",skos:narrowMatch,
